Computational|||Biology,6:281-297. short noYear noLongAuthorLine period TOKEN-Computational C Co Com Comp l al nal onal InitCap nonNum 0 no no no no no no TOKEN-Biology,6:281-297. B Bi Bio Biol . 7. 97. 297. InitCap possiblePage 0 no no no no no no TOKEN-Biology,6:281-297. B Bi Bio Biol . 7. 97. 297. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
Ben-Dor,|||A.,|||Bruhn,|||L.,|||Friedman,|||N.,|||Nachman,|||I., normal noYear isLongAuthorLine comma TOKEN-Ben-Dor, B Be Ben Ben- , r, or, Dor, InitCap nonNum 0 no no no no no no TOKEN-A., A A. A., A., , ., A., A., singleCap nonNum 32 no no no no no publisherName TOKEN-I., I I. I., I., , ., I., I., singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Schummer,|||M.|||and|||Yakhini,|||N.|||(2000):|||Tissue normal hasYear noLongAuthorLine other TOKEN-Schummer, S Sc Sch Schu , r, er, mer, InitCap nonNum 4 no no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-Tissue T Ti Tis Tiss e ue sue ssue InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
classification|||with|||gene|||expression|||profiles.|||Journal|||of normal noYear noLongAuthorLine other TOKEN-classification c cl cla clas n on ion tion others nonNum 0 no no no no no no TOKEN-with w wi wit with h th ith with others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
Computational|||Biology,7:559-584. short noYear noLongAuthorLine period TOKEN-Computational C Co Com Comp l al nal onal InitCap nonNum 0 no no no no no no TOKEN-Biology,7:559-584. B Bi Bio Biol . 4. 84. 584. InitCap possiblePage 0 no no no no no no TOKEN-Biology,7:559-584. B Bi Bio Biol . 4. 84. 584. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
Brown,|||M.|||P.|||S.,|||Grundy,|||W.|||N.,|||Lin,|||D.,|||Cristianini,|||N., normal noYear isLongAuthorLine comma TOKEN-Brown, B Br Bro Brow , n, wn, own, InitCap nonNum 4 no no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-N., N N. N., N., , ., N., N., singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Sugnet,|||C.|||W.,|||Furey,|||T.|||S.,|||Ares,|||M.|||Jr.|||and|||Haussler, normal noYear isLongAuthorLine comma TOKEN-Sugnet, S Su Sug Sugn , t, et, net, InitCap nonNum 0 no no no no no no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-Haussler, H Ha Hau Haus , r, er, ler, InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
D.|||(2000):|||Knowledge-based|||analysis|||of|||microarray normal hasYear noLongAuthorLine other TOKEN-D. D D. D. D. . D. D. D. singleCap nonNum 0 no no no no no no TOKEN-(2000): ( (2 (20 (200 : ): 0): 00): others year 0 no no no no no no TOKEN-microarray m mi mic micr y ay ray rray others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
gene|||expression|||data|||by|||using|||support|||vector|||machines. normal noYear noLongAuthorLine period TOKEN-gene g ge gen gene e ne ene gene others nonNum 7 maleName femaleName lastName no no no TOKEN-expression e ex exp expr n on ion sion others nonNum 0 no no no no no no TOKEN-machines. m ma mac mach . s. es. nes. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
Proc.|||of|||the|||Natl.|||Acad.|||of|||Sci.|||USA,97:262-267,2000. normal hasYear noLongAuthorLine period TOKEN-Proc. P Pr Pro Proc . c. oc. roc. InitCap nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-USA,97:262-267,2000. U US USA USA, . 0. 00. 000. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
Derisi,|||J.,|||Iyer,|||V.|||and|||Brosn,|||P.|||(1997):|||Exploring|||the normal hasYear noLongAuthorLine other TOKEN-Derisi, D De Der Deri , i, si, isi, InitCap nonNum 0 no no no no no no TOKEN-J., J J. J., J., , ., J., J., singleCap nonNum 4 no no lastName no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
metabolic|||and|||genetic|||control|||of|||gene|||expression|||on|||a normal noYear noLongAuthorLine other TOKEN-metabolic m me met meta c ic lic olic others nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-a a a a a a a a a others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
genomic|||scale.|||Science,278:680-686. short noYear noLongAuthorLine period TOKEN-genomic g ge gen geno c ic mic omic others nonNum 0 no no no no no no TOKEN-scale. s sc sca scal . e. le. ale. others nonNum 4 no no lastName no no no TOKEN-Science,278:680-686. S Sc Sci Scie . 6. 86. 686. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
Dudoit,|||S.,|||Fridlyand,|||J.|||and|||Speed,|||T.|||P.|||(2000): normal hasYear noLongAuthorLine colon TOKEN-Dudoit, D Du Dud Dudo , t, it, oit, InitCap nonNum 0 no no no no no no TOKEN-S., S S. S., S., , ., S., S., singleCap nonNum 32 no no no no no publisherName TOKEN-(2000): ( (2 (20 (200 : ): 0): 00): others year 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Comparison|||of|||discrimination|||methods|||for|||the normal noYear noLongAuthorLine other TOKEN-Comparison C Co Com Comp n on son ison InitCap nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
classification|||of|||tumors|||using|||gene|||expression|||data. normal noYear noLongAuthorLine period TOKEN-classification c cl cla clas n on ion tion others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-data. d da dat data . a. ta. ata. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
Technical|||Report|||576,Department|||of|||Statistics, normal noYear noLongAuthorLine comma TOKEN-Technical T Te Tec Tech l al cal ical InitCap nonNum 0 no no no no no no TOKEN-Report R Re Rep Repo t rt ort port InitCap nonNum 0 no no no no no no TOKEN-Statistics, S St Sta Stat , s, cs, ics, InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
University|||of|||California,|||Berkeley. short noYear noLongAuthorLine period TOKEN-University U Un Uni Univ y ty ity sity InitCap nonNum 48 no no no no placeName publisherName TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-Berkeley. B Be Ber Berk . y. ey. ley. InitCap nonNum 21 maleName no lastName no placeName no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Eisen,|||M.|||B.,|||Spellman,|||P.|||T.,|||Brown,|||P.|||O.|||and|||Bostein, normal noYear isLongAuthorLine comma TOKEN-Eisen, E Ei Eis Eise , n, en, sen, InitCap nonNum 4 no no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-Bostein, B Bo Bos Bost , n, in, ein, InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
D.|||(1998):|||Cluster|||analysis|||and|||display|||of normal hasYear noLongAuthorLine other TOKEN-D. D D. D. D. . D. D. D. singleCap nonNum 0 no no no no no no TOKEN-(1998): ( (1 (19 (199 : ): 8): 98): others year 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
genome-wide|||expression|||patterns.|||Proc.|||of|||the|||Natl. normal noYear noLongAuthorLine period TOKEN-genome-wide g ge gen geno e de ide wide others nonNum 0 no no no no no no TOKEN-expression e ex exp expr n on ion sion others nonNum 0 no no no no no no TOKEN-Natl. N Na Nat Natl . l. tl. atl. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
Acad.|||of|||Sci.|||USA,95:14863-14868. short noYear noLongAuthorLine period TOKEN-Acad. A Ac Aca Acad . d. ad. cad. InitCap nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-USA,95:14863-14868. U US USA USA, . 8. 68. 868. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Eisen,|||M.|||B.|||and|||Brown,|||P.|||O.|||(1999):|||DNA|||arrays|||for normal hasYear noLongAuthorLine other TOKEN-Eisen, E Ei Eis Eise , n, en, sen, InitCap nonNum 4 no no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-for f fo for for r or for for others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
analysis|||of|||gene|||expression.|||Methods|||Enzymbol,303: normal noYear noLongAuthorLine colon TOKEN-analysis a an ana anal s is sis ysis others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-Enzymbol,303: E En Enz Enzy : 3: 03: 303: InitCap hasDig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
179-205. short noYear noLongAuthorLine period TOKEN-179-205. 1 17 179 179- . 5. 05. 205. others possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-179-205. 1 17 179 179- . 5. 05. 205. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Friedman,|||N.,|||Linial,|||M.,|||Nachman,|||I.|||and|||Pe’er,|||D. normal noYear isLongAuthorLine period TOKEN-Friedman, F Fr Fri Frie , n, an, man, InitCap nonNum 4 no no lastName no no no TOKEN-N., N N. N., N., , ., N., N., singleCap nonNum 32 no no no no no publisherName TOKEN-D. D D. D. D. . D. D. D. singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
(2000):|||Using|||Bayesian|||networks|||to|||analyze|||expression normal hasYear noLongAuthorLine other TOKEN-(2000): ( (2 (20 (200 : ): 0): 00): others year 0 no no no no no no TOKEN-Using U Us Usi Usin g ng ing sing InitCap nonNum 0 no no no no no no TOKEN-expression e ex exp expr n on ion sion others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
data.|||Journal|||of|||Computational|||Biology,7:601-620. normal noYear noLongAuthorLine period TOKEN-data. d da dat data . a. ta. ata. others nonNum 0 no no no no no no TOKEN-Journal J Jo Jou Jour l al nal rnal InitCap nonNum 0 no no no no no no TOKEN-Biology,7:601-620. B Bi Bio Biol . 0. 20. 620. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Fuhrman,|||S.,|||Cunningham,|||M.|||J.,|||Wen,|||X.,|||Zweiger,|||G., normal noYear isLongAuthorLine comma TOKEN-Fuhrman, F Fu Fuh Fuhr , n, an, man, InitCap nonNum 4 no no lastName no no no TOKEN-S., S S. S., S., , ., S., S., singleCap nonNum 32 no no no no no publisherName TOKEN-G., G G. G., G., , ., G., G., singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Seilhamer,|||J.|||and|||Somogyi,|||R.|||(2000):|||The|||application normal hasYear noLongAuthorLine other TOKEN-Seilhamer, S Se Sei Seil , r, er, mer, InitCap nonNum 4 no no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-application a ap app appl n on ion tion others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
of|||Shannon|||entropy|||in|||the|||identification|||of|||putative normal noYear noLongAuthorLine other TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-Shannon S Sh Sha Shan n on non nnon InitCap nonNum 23 maleName femaleName lastName no placeName no TOKEN-putative p pu put puta e ve ive tive others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
drug|||targets.|||Biosystems,55:5-14. short noYear noLongAuthorLine period TOKEN-drug d dr dru drug g ug rug drug others nonNum 0 no no no no no no TOKEN-targets. t ta tar targ . s. ts. ets. others nonNum 0 no no no no no no TOKEN-Biosystems,55:5-14. B Bi Bio Bios . 4. 14. -14. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Furey,|||T.|||S.,|||Cristianini,|||N.,|||Duffy,|||N.,|||Bednarski,|||D.|||W., normal noYear isLongAuthorLine comma TOKEN-Furey, F Fu Fur Fure , y, ey, rey, InitCap nonNum 4 no no lastName no no no TOKEN-T. T T. T. T. . T. T. T. singleCap nonNum 0 no no no no no no TOKEN-W., W W. W., W., , ., W., W., singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Schummer,|||M.|||and|||Haussler,|||D.|||(2000):|||Support|||vector normal hasYear noLongAuthorLine other TOKEN-Schummer, S Sc Sch Schu , r, er, mer, InitCap nonNum 4 no no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-vector v ve vec vect r or tor ctor others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
machine|||classification|||and|||validation|||of|||cancer|||tissue normal noYear noLongAuthorLine other TOKEN-machine m ma mac mach e ne ine hine others nonNum 0 no no no no no no TOKEN-classification c cl cla clas n on ion tion others nonNum 0 no no no no no no TOKEN-tissue t ti tis tiss e ue sue ssue others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
samples|||using|||microarray|||expression|||data. normal noYear noLongAuthorLine period TOKEN-samples s sa sam samp s es les ples others nonNum 4 no no lastName no no no TOKEN-using u us usi usin g ng ing sing others nonNum 0 no no no no no no TOKEN-data. d da dat data . a. ta. ata. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
Bioinformatics,16(10):906-914. short noYear noLongAuthorLine period TOKEN-Bioinformatics,16(10):906-914. B Bi Bio Bioi . 4. 14. 914. InitCap possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-Bioinformatics,16(10):906-914. B Bi Bio Bioi . 4. 14. 914. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Golub,|||T.|||R.,|||Slonim,|||D.|||K.,|||Tamayo,|||P.,|||Huard,|||C., normal noYear isLongAuthorLine comma TOKEN-Golub, G Go Gol Golu , b, ub, lub, InitCap nonNum 4 no no lastName no no no TOKEN-T. T T. T. T. . T. T. T. singleCap nonNum 0 no no no no no no TOKEN-C., C C. C., C., , ., C., C., singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
GaasenBeek,|||M.,|||Mesirov,|||J.|||P.,|||Coller,|||H.,|||Loh,|||M.|||L., normal noYear isLongAuthorLine comma TOKEN-GaasenBeek, G Ga Gaa Gaas , k, ek, eek, InitCap nonNum 0 no no no no no no TOKEN-M., M M. M., M., , ., M., M., singleCap nonNum 0 no no no no no no TOKEN-L., L L. L., L., , ., L., L., singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
Downing,|||J.|||R.,|||Caligiuri,|||M.|||A.,|||Blomfield,|||C.|||D.,|||and normal noYear isLongAuthorLine other TOKEN-Downing, D Do Dow Down , g, ng, ing, InitCap nonNum 4 no no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
Lander,|||E.|||S.|||(1999):|||Molecular|||classification|||of normal hasYear noLongAuthorLine other TOKEN-Lander, L La Lan Land , r, er, der, InitCap nonNum 20 no no lastName no placeName no TOKEN-E. E E. E. E. . E. E. E. singleCap nonNum 32 no no no no no publisherName TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
cancer:|||Class|||discovery|||and|||class|||prediction|||by normal noYear noLongAuthorLine other TOKEN-cancer: c ca can canc : r: er: cer: others nonNum 4 no no lastName no no no TOKEN-Class C Cl Cla Clas s ss ass lass InitCap nonNum 4 no no lastName no no no TOKEN-by b by by by y by by by others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
gene-expression|||monitoring.|||Science,286:531-537. normal noYear noLongAuthorLine period TOKEN-gene-expression g ge gen gene n on ion sion others nonNum 0 no no no no no no TOKEN-monitoring. m mo mon moni . g. ng. ing. others nonNum 0 no no no no no no TOKEN-Science,286:531-537. S Sc Sci Scie . 7. 37. 537. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Harrington,|||C.|||A.,|||Rosenow,|||C.,|||and|||Retief,|||J.|||(2000): normal hasYear noLongAuthorLine colon TOKEN-Harrington, H Ha Har Harr , n, on, ton, InitCap nonNum 4 no no lastName no no no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-(2000): ( (2 (20 (200 : ): 0): 00): others year 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Monitoring|||gene|||expression|||using|||DNA|||microarrays. normal noYear noLongAuthorLine period TOKEN-Monitoring M Mo Mon Moni g ng ing ring InitCap nonNum 0 no no no no no no TOKEN-gene g ge gen gene e ne ene gene others nonNum 7 maleName femaleName lastName no no no TOKEN-microarrays. m mi mic micr . s. ys. ays. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
Curr.|||Opin.|||Microbiol.,3:285-291. short noYear noLongAuthorLine period TOKEN-Curr. C Cu Cur Curr . r. rr. urr. InitCap nonNum 1 maleName no no no no no TOKEN-Opin. O Op Opi Opin . n. in. pin. InitCap nonNum 0 no no no no no no TOKEN-Microbiol.,3:285-291. M Mi Mic Micr . 1. 91. 291. InitCap possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Hartuv,|||E.,|||Schmitt,|||A.,|||Lange,|||J.,|||Meier-Ewert,|||S., normal noYear isLongAuthorLine comma TOKEN-Hartuv, H Ha Har Hart , v, uv, tuv, InitCap nonNum 0 no no no no no no TOKEN-E., E E. E., E., , ., E., E., singleCap nonNum 32 no no no no no publisherName TOKEN-S., S S. S., S., , ., S., S., singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Lehrach,|||H.|||and|||Shamir,|||R.|||(2000):|||An|||algorithm|||for normal hasYear noLongAuthorLine other TOKEN-Lehrach, L Le Leh Lehr , h, ch, ach, InitCap nonNum 0 no no no no no no TOKEN-H. H H. H. H. . H. H. H. singleCap nonNum 0 no no no no no no TOKEN-for f fo for for r or for for others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
clustering|||cDNA|||fingerprints.|||Genomics, normal noYear noLongAuthorLine comma TOKEN-clustering c cl clu clus g ng ing ring others nonNum 0 no no no no no no TOKEN-cDNA c cD cDN cDNA A NA DNA cDNA others nonNum 0 no no no no no no TOKEN-Genomics, G Ge Gen Geno , s, cs, ics, InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
