index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=evolution secondWord=of  currHeader=evolution_of_online_networking introduction
index=5 pos=5/10 firstWord=information secondWord=revelation  currHeader=information_revelation_and_online_social_networking method
index=6 pos=6/10 firstWord=the secondWord=facebook.com  currHeader=the_facebook.com method
index=7 pos=7/10 firstWord=privacy secondWord=implications  currHeader=privacy_implications method
index=8 pos=8/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=9 pos=9/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=4/10 firstWord=background secondWord=machine  currHeader=background_machine_learning background
index=4 pos=5/10 firstWord=expression secondWord=analysis  currHeader=expression_analysis method
index=5 pos=6/10 firstWord=genotyping secondWord=null  currHeader=genotyping method
index=6 pos=7/10 firstWord=re-sequencing secondWord=null  currHeader=re-sequencing method
index=7 pos=8/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=8 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=previous secondWord=work  currHeader=previous_work related_works
index=6 pos=6/10 firstWord=days secondWord=architecture  currHeader=days_architecture method
index=7 pos=7/10 firstWord=location secondWord=dependent  currHeader=location_dependent_data_(ldd) method
index=8 pos=8/10 firstWord=location secondWord=based  currHeader=location_based_indexing_scheme method
index=9 pos=9/10 firstWord=performance secondWord=evaluation  currHeader=performance_evaluation evaluation
index=10 pos=10/10 firstWord=conclusion secondWord=and  currHeader=conclusion_and_future_work conclusions
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=6/10 firstWord=handoff secondWord=trigger  currHeader=handoff_trigger_table_for_3g/_wlan_networks method
index=7 pos=7/10 firstWord=performance secondWord=evaluation  currHeader=performance_evaluation evaluation
index=8 pos=8/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=9 pos=9/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=6/10 firstWord=system secondWord=design  currHeader=system_design method
index=7 pos=7/10 firstWord=results secondWord=and  currHeader=results_and_discussion evaluation
index=8 pos=8/10 firstWord=conclusion secondWord=and  currHeader=conclusion_and_future_work conclusions
index=9 pos=9/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=backgroud secondWord=on  currHeader=backgroud_on_t-rot background
index=6 pos=6/10 firstWord=applying secondWord=the  currHeader=applying_the_comet/uml_method_to_t-rot method
index=7 pos=7/10 firstWord=lessons secondWord=learned  currHeader=lessons_learned method
index=8 pos=8/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_futher_work conclusions
index=9 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=multiple secondWord=sources  currHeader=multiple_sources_of_information method
index=6 pos=6/10 firstWord=topic secondWord=relevance  currHeader=topic_relevance_task_and_homepage_finding_task method
index=7 pos=7/10 firstWord=user secondWord=query  currHeader=user_query_classification method
index=8 pos=8/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=9 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=10 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=4/10 firstWord=an secondWord=entropy  currHeader=an_entropy_model_for_self-organization method
index=4 pos=5/10 firstWord=experimental secondWord=setup  currHeader=experimental_setup evaluation
index=5 pos=7/10 firstWord=experimental secondWord=results  currHeader=experimental_results evaluation
index=6 pos=8/10 firstWord=summary secondWord=null  currHeader=summary conclusions
index=7 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=8 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=3/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=5/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=6/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=7/10 firstWord=the secondWord=graalbench  currHeader=the_graalbench_benchmark_set method
index=7 pos=8/10 firstWord=workload secondWord=characterization  currHeader=workload_characterization method
index=8 pos=9/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_future_work conclusions
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=5/10 firstWord=higher secondWord=rank  currHeader=higher_rank_lattice_rules method
index=4 pos=6/10 firstWord=applications secondWord=to  currHeader=applications_to_option_pricing method
index=5 pos=8/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=6 pos=9/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=7 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=3 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=4/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=5 pos=5/10 firstWord=distance secondWord=measures  currHeader=distance_measures method
index=6 pos=5/10 firstWord=index secondWord=construction  currHeader=index_construction method
index=7 pos=6/10 firstWord=quick secondWord=pruning  currHeader=quick_pruning_of_dissimilar_tra-jectories method
index=8 pos=7/10 firstWord=mbr secondWord=generation  currHeader=mbr_generation method
index=9 pos=8/10 firstWord=supporting secondWord=multiple  currHeader=supporting_multiple_measures method
index=10 pos=9/10 firstWord=experimental secondWord=evaluation  currHeader=experimental_evaluation evaluation
index=11 pos=10/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_future_work conclusions
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=cr secondWord=categories  currHeader=cr_categories categories_and_subject_descriptors
index=3 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=4/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=5 pos=5/10 firstWord=system secondWord=overview  currHeader=system_overview method
index=6 pos=6/10 firstWord=implementation secondWord=null  currHeader=implementation method
index=7 pos=7/10 firstWord=disscussion secondWord=null  currHeader=disscussion conclusions
index=8 pos=8/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=9 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=ims secondWord=-  currHeader=ims_-_platform_for_next_generation_multimedia_services method
index=6 pos=5/10 firstWord=generic secondWord=bootstrapping  currHeader=generic_bootstrapping_architecture_(gba) method
index=7 pos=6/10 firstWord=bootstrapping secondWord=authentication  currHeader=bootstrapping_authentication_procedure method
index=8 pos=7/10 firstWord=bootstrapping secondWord=usage  currHeader=bootstrapping_usage_procedure method
index=9 pos=8/10 firstWord=authentication secondWord=proxy  currHeader=authentication_proxy_usage_for_multimedia_services method
index=10 pos=9/10 firstWord=fokus secondWord=ims  currHeader=fokus_ims_testbed method
index=11 pos=10/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=2/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=3/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=4 pos=4/10 firstWord=bluetooth secondWord=background  currHeader=bluetooth_background background
index=5 pos=5/10 firstWord=overview secondWord=of  currHeader=overview_of_the_pcss_algorithm method
index=6 pos=6/10 firstWord=operation secondWord=of  currHeader=operation_of_pcss method
index=7 pos=7/10 firstWord=reference secondWord=algorithms  currHeader=reference_algorithms method
index=8 pos=8/10 firstWord=simulation secondWord=results  currHeader=simulation_results evaluation
index=9 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=related secondWord=background  currHeader=related_background related_works
index=6 pos=6/10 firstWord=the secondWord=probabilistic  currHeader=the_probabilistic_topic_detection_framework method
index=7 pos=7/10 firstWord=shot-based secondWord=semantic  currHeader=shot-based_semantic_classification method
index=8 pos=8/10 firstWord=experimental secondWord=results  currHeader=experimental_results evaluation
index=9 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=10 pos=10/10 firstWord=acknowledgement secondWord=null  currHeader=acknowledgement acknowledgments
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=6/10 firstWord=overview secondWord=of  currHeader=overview_of_umts_release_5 method
index=7 pos=7/10 firstWord=wing secondWord=for  currHeader=wing_for_wireless_interactive_network_gaming method
index=8 pos=8/10 firstWord=experimentation secondWord=null  currHeader=experimentation evaluation
index=9 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=10 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=3/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=5/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=6/10 firstWord=significance secondWord=of  currHeader=significance_of_the_problem method
index=6 pos=7/10 firstWord=an secondWord=xml  currHeader=an_xml_solution method
index=7 pos=8/10 firstWord=observations secondWord=and  currHeader=observations_and_evaluation evaluation
index=8 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=3 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=4/10 firstWord=interaction secondWord=environment  currHeader=interaction_environment_for_insights method
index=5 pos=5/10 firstWord=system secondWord=architecture  currHeader=system_architecture method
index=6 pos=5/10 firstWord=event secondWord=database  currHeader=event_database method
index=7 pos=6/10 firstWord=user secondWord=interface  currHeader=user_interface method
index=8 pos=7/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=9 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=10 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=11 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=categories secondWord=null  currHeader=categories categories_and_subject_descriptors
index=3 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=5/10 firstWord=physiological secondWord=measures  currHeader=physiological_measures_of_presence method
index=5 pos=6/10 firstWord=physiological secondWord=reactions  currHeader=physiological_reactions_as_between-subjects_measures method
index=6 pos=7/10 firstWord=ve secondWord=effectiveness  currHeader=ve_effectiveness_results evaluation
index=7 pos=8/10 firstWord=future secondWord=work  currHeader=future_work discussions
index=8 pos=9/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=4/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=5/10 firstWord=system secondWord=design  currHeader=system_design_using_illustrative_shadows method
index=7 pos=6/10 firstWord=visualization secondWord=null  currHeader=visualization method
index=8 pos=7/10 firstWord=interaction secondWord=null  currHeader=interaction method
index=9 pos=7/10 firstWord=knowledge secondWord=modeling  currHeader=knowledge_modeling method
index=10 pos=8/10 firstWord=realization secondWord=details  currHeader=realization_details method
index=11 pos=9/10 firstWord=applications secondWord=null  currHeader=applications method
index=12 pos=10/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=13 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=6/10 firstWord=methodology secondWord=null  currHeader=methodology method
index=7 pos=7/10 firstWord=results secondWord=null  currHeader=results evaluation
index=8 pos=8/10 firstWord=discussion secondWord=null  currHeader=discussion discussions
index=9 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=10 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=cr secondWord=categories  currHeader=cr_categories categories_and_subject_descriptors
index=3 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=5/10 firstWord=related secondWord=works  currHeader=related_works related_works
index=5 pos=7/10 firstWord=hausdorff secondWord=distance  currHeader=hausdorff_distance_computation_and_voxelization method
index=6 pos=8/10 firstWord=experimental secondWord=results  currHeader=experimental_results evaluation
index=7 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=8 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=5/10 firstWord=the secondWord=methods  currHeader=the_methods method
index=4 pos=6/10 firstWord=the secondWord=findings  currHeader=the_findings method
index=5 pos=8/10 firstWord=discussion secondWord=and  currHeader=discussion_and_final_remarks conclusions
index=6 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=7 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=5/10 firstWord=system secondWord=overview  currHeader=system_overview method
index=4 pos=6/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=5 pos=8/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_future_work conclusions
index=6 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=7 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=4/10 firstWord=bluetooth-ip secondWord=services  currHeader=bluetooth-ip_services method
index=4 pos=5/10 firstWord=qos-centric secondWord=cascading  currHeader=qos-centric_cascading_mechanism method
index=5 pos=7/10 firstWord=performance secondWord=analysis  currHeader=performance_analysis evaluation
index=6 pos=8/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=7 pos=9/10 firstWord=acknowledgement secondWord=null  currHeader=acknowledgement acknowledgments
index=8 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=overview secondWord=of  currHeader=overview_of_pagerank method
index=6 pos=6/10 firstWord=directory secondWord=rank  currHeader=directory_rank method
index=7 pos=7/10 firstWord=experimental secondWord=setup  currHeader=experimental_setup evaluation
index=8 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=9 pos=9/10 firstWord=concluding secondWord=remarks  currHeader=concluding_remarks conclusions
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=3/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=5/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=7/10 firstWord=information secondWord=sharing  currHeader=information_sharing_using_social_networks method
index=6 pos=8/10 firstWord=application secondWord=null  currHeader=application method
index=7 pos=9/10 firstWord=related secondWord=works  currHeader=related_works_and_conclusions conclusions
index=8 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=media-servers/base-stations secondWord=interaction  currHeader=media-servers/base-stations_interaction method
index=6 pos=6/10 firstWord=rate secondWord=adaptation  currHeader=rate_adaptation method
index=7 pos=7/10 firstWord=evaluation secondWord=results  currHeader=evaluation_results evaluation
index=8 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=9 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=matching secondWord=strategies  currHeader=matching_strategies method
index=6 pos=6/10 firstWord=impedance secondWord=coupling  currHeader=impedance_coupling_strategies method
index=7 pos=7/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=8 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=9 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=10 pos=10/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=the secondWord=nature  currHeader=the_nature_of_e-government background
index=6 pos=6/10 firstWord=literature secondWord=review  currHeader=literature_review related_works
index=7 pos=7/10 firstWord=measurements secondWord=instruments  currHeader=measurements_instruments_found_in_practice method
index=8 pos=8/10 firstWord=evaluation secondWord=null  currHeader=evaluation evaluation
index=9 pos=9/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_further_research conclusions
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=classification secondWord=and  currHeader=classification_and_filtering method
index=6 pos=6/10 firstWord=bayesian secondWord=online  currHeader=bayesian_online_learning method
